timestamp,x,y
1719209652,1.8695932688249488,-0.11574961863742246
1719209652,1.8695932735933767,-0.11574961907283507
1719209652,1.8695932563103697,-0.11574961747628464
1719209652,1.8695932445372172,-0.11574961653686033
1719209652,1.8695932332557978,-0.11574961552318715
1719209652,1.8695932322745856,-0.11574961540689588
1719209652,1.8695932415612284,-0.11574961616206782
1719209652,1.8695932615492754,-0.11574961798620226
1719209652,1.8695932900060876,-0.11574962052814826
1719209652,1.869593293558707,-0.1157496207460859
1719209652,1.8695932937208986,-0.1157496208723703
1719209652,1.8695932904466668,-0.11574962058908317
1719209652,1.8695932656055216,-0.11574961839438454
1719209652,1.8695932533827095,-0.1157496173461391
1719209652,1.8695932456973898,-0.11574961666941247
1719209652,1.8695932429208146,-0.11574961642280598
1719209652,1.8695932491268483,-0.11574961694704583
1719209652,1.8695932655673526,-0.11574961834306959
1719209652,1.86959329243633,-0.11574962069730302
1719209652,1.8695933218626948,-0.11574962337665481
1719209652,1.8695933325601435,-0.11574962426956212
1719209652,1.8695933291901468,-0.11574962399663806
1719209652,1.8695933253429071,-0.11574962369191676
1719209652,1.869593299720531,-0.11574962133163375
1719209652,1.86959327684814,-0.1157496194524706
1719209652,1.8695932571059704,-0.11574961768457649
1719209652,1.8695932477576656,-0.11574961682120533
1719209652,1.8695932489393867,-0.11574961692440577
1719209652,1.8695932605534185,-0.11574961803278791
1719209652,1.8695932778073754,-0.11574961954016587
1719209652,1.8695932998778293,-0.11574962147037107
1719209652,1.8695933308159376,-0.1157496241619269
1719209652,1.8695933598727719,-0.11574962675423589
1719209652,1.8695933623531247,-0.115749626868481
1719209652,1.8695933661109432,-0.11574962731470358
1719209652,1.869593351483329,-0.1157496259894166
1719209652,1.8695933229217367,-0.11574962350937411
1719209652,1.8695933060670864,-0.11574962194004301
1719209652,1.8695933000950768,-0.11574962149050239
1719209652,1.8695933027413192,-0.11574962177090044
1719209652,1.869593309924883,-0.11574962239893948
1719209652,1.8695933235002176,-0.11574962357847039
1719209652,1.8695933472376896,-0.11574962562791402
1719209652,1.8695933690833064,-0.11574962760843724
1719209652,1.8695933661969082,-0.11574962728230394
1719209652,1.8695933552927173,-0.1157496264006791
1719209652,1.86959334869126,-0.11574962583727351
1719209652,1.8695933241250802,-0.11574962364738754
1719209652,1.8695933146232813,-0.11574962276937419
1719209652,1.8695933156289344,-0.11574962285774211
1719209652,1.8695933270666214,-0.1157496239512066
1719209652,1.8695933441518964,-0.11574962544429507
1719209652,1.8695933660559407,-0.11574962736038309
1719209652,1.8695933865618048,-0.11574962909842673
1719209652,1.8695933931893924,-0.11574962975204554
1719209652,1.8695933964972278,-0.11574963006041589
1719209652,1.869593373493843,-0.11574962794211095
1719209652,1.869593358541135,-0.11574962672997921
1719209652,1.8695933459141916,-0.11574962561412655
1719209652,1.8695933435476804,-0.11574962537651516
1719209652,1.8695933514590988,-0.11574962601132287
1719209652,1.8695933700771115,-0.11574962771550364
1719209652,1.8695933971713967,-0.11574963013811741
1719209652,1.8695933993685585,-0.11574963023731015
1719209652,1.869593398180217,-0.1157496302452616
1719209652,1.8695933935617093,-0.11574962984415477
1719209652,1.8695933759701306,-0.11574962827993646
1719209652,1.869593373232701,-0.11574962801049406
1719209652,1.869593380763208,-0.11574962861221887
1719209652,1.8695933989987168,-0.11574963028316952
1719209652,1.8695934153573839,-0.11574963178111036
1719209652,1.869593421536461,-0.11574963232554138
1719209652,1.8695934066421191,-0.11574963097316932
1719209652,1.8695934031765058,-0.11574963072081249
1719209652,1.869593385260376,-0.1157496291277714
1719209652,1.8695933822153497,-0.11574962883115733
1719209652,1.8695933894395236,-0.11574962940583712
1719209652,1.8695934073712737,-0.11574963104997665
1719209652,1.8695934337847333,-0.11574963341299302
1719209652,1.8695934353061363,-0.11574963345300097
1719209652,1.8695934334435844,-0.11574963340189544
1719209652,1.8695934281547408,-0.11574963294205917
1719209652,1.8695934098969116,-0.11574963131944586
1719209652,1.8695934064962643,-0.11574963099185977
1719209652,1.8695934133667913,-0.11574963153571045
1719209652,1.8695934309451128,-0.11574963314902315
1719209652,1.86959344664998,-0.11574963458960369
1719209652,1.8695934521781477,-0.11574963507691731
1719209652,1.8695934366360232,-0.115749633667685
1719209652,1.8695934325252845,-0.1157496333586971
1719209652,1.86959341396697,-0.1157496317092621
1719209652,1.8695934102824876,-0.11574963135648672
1719209652,1.869593416869921,-0.1157496318752322
1719209652,1.8695934341675446,-0.11574963346365896
1719209652,1.8695934599494952,-0.11574963577118076
1719209652,1.8695934608418459,-0.11574963575589893
1719209652,1.8695934583526659,-0.11574963564971136
1719209652,1.8695934543671038,-0.11574963525919525
1719209652,1.869593439484365,-0.11574963397832547
1719209652,1.869593435425922,-0.11574963359147113
1719209652,1.8695934416291715,-0.11574963407682183
1719209652,1.8695934585406004,-0.11574963563161657
1719209652,1.8695934839413455,-0.115749637905921
